ACK_ID,ROW_ORDER,PEN_CONTRIB_EMPLR_NAME,PEN_CONTRIB_EMPLR_EIN,PEN_CONTRIB_EMPLR_AMT,PEN_CONTRIB_EMPLR_CBA_EXP_IND,PEN_CONTRIB_EMPLR_CBA_EXP_DATE,PEN_CONTR_EMPLR_MULTI_RATE_IND,PEN_CONTR_EMPLR_MULTI_RATE_AMT,PEN_CONTRIB_EMPLR_BASE_CD,PEN_CONTR_EMPLR_OTH_BASE_TEXT
"20140729125842P030005273909001",2,,,,"0",,"0",,,
"20140729125842P030005273909001",1,,,,"0",,"0",,,
"20140729133026P040026424349005",7,"PIETRO'S","431046211",160094,,"2013-12-31",,1.22,"1",
"20140729133026P040026424349005",6,"HOLIDAY INN SELECT","208912220",83326,,"2011-11-30",,1.22,"1",
"20140729133026P040026424349005",5,"AMERICAS CENTER","363990227",114969,,"2016-06-30",,1.22,"1",
"20140729133026P040026424349005",4,"SHERATON CLAYTON","208031910",131380,,"2014-12-14",,1.22,"1",
"20140729133026P040026424349005",3,"CROWNE PLAZA","431420290",176308,,"2013-12-31",,1.22,"1",
"20140729133026P040026424349005",2,"SCHNUCKS","430726776",252261,,"2014-05-25",,1.22,"1",
"20140729133026P040026424349005",1,"HOST INTERNATIONAL","521242334",499017,,"2014-10-16",,1.22,"1",
"20140729133159P040026426653001",1,,,,"0",,"0",,,
"20140729141444P030024258221001",1,,,,"0",,"0",,,
"20140728124013P030023394077001",6,"JOSEPH B FAY","250930077",70371,"0","2016-12-31","1",,,
"20140728124013P030023394077001",5,"LILLER BROTHERS ASPHALT","231535602",29952,"0","2016-04-30","0",8.1,"1",
"20140728124013P030023394077001",4,"ASSOCIATED PIPELINE CONTRACTORS, INC.","760177340",21714,"0","2014-04-30","1",,,
"20140728124013P030023394077001",3,"BELT PAVING","521860597",34595,"0","2016-04-30","0",8.1,"1",
"20140728124013P030023394077001",2,"IA CONSTRUCTION CORPORATIONS","232224715",44127,"0","2016-04-30","0",8.1,"1",
"20140728124013P030023394077001",1,"CARL BELT","520747947",75535,"0","2016-04-30","0",8.1,"1",
"20140728124239P040059762983001",1,,,,"0",,"0",,,
"20140728134716P030019580319001",6,,,,"0",,"0",,,
"20140728134716P030019580319001",5,,,,"0",,"0",,,
"20140728134716P030019580319001",4,,,,"0",,"0",,,
"20140728134716P030019580319001",3,,,,"0",,"0",,,
"20140728134716P030019580319001",2,,,,"0",,"0",,,
"20140728134716P030019580319001",1,,,,"0",,"0",,,
"20140728142314P040019384831001",6,,,,"0",,"0",,,
"20140728142314P040019384831001",5,,,,"0",,"0",,,
"20140728142314P040019384831001",4,,,,"0",,"0",,,
"20140728142314P040019384831001",3,,,,"0",,"0",,,
"20140728142314P040019384831001",2,,,,"0",,"0",,,
"20140728142314P040019384831001",1,,,,"0",,"0",,,
"20140728153606P040025687085001",1,,,,"0",,"0",,,
"20140728153806P030062830385001",6,,,,"0",,"0",,,
"20140728153806P030062830385001",5,,,,"0",,"0",,,
"20140728153806P030062830385001",4,,,,"0",,"0",,,
"20140728153806P030062830385001",3,,,,"0",,"0",,,
"20140728153806P030062830385001",2,,,,"0",,"0",,,
"20140728153806P030062830385001",1,,,,"0",,"0",,,
"20140728104234P040019130639001",1,,,,"0",,"0",,,
"20140728135257P040019340959001",6,,,,"0",,"0",,,
"20140728135257P040019340959001",5,,,,"0",,"0",,,
"20140728135257P040019340959001",4,,,,"0",,"0",,,
"20140728135257P040019340959001",3,,,,"0",,"0",,,
"20140728135257P040019340959001",2,,,,"0",,"0",,,
"20140728135257P040019340959001",1,,,,"0",,"0",,,
"20140728135318P040019341535001",1,,,,"0",,"0",,,
"20140728135323P030023460829001",1,,,,"0",,"0",,,
"20140728191703P040060336151001",1,,,,"0",,"0",,,
"20140728090439P040003005417001",1,,,,"0",,"0",,,
"20140728090459P040059456967001",1,,,,"0",,"0",,,
"20140728104934P030060231191001",6,,,,"0",,"0",,,
"20140728104934P030060231191001",5,,,,"0",,"0",,,
"20140728104934P030060231191001",4,,,,"0",,"0",,,
"20140728104934P030060231191001",3,,,,"0",,"0",,,
"20140728104934P030060231191001",2,,,,"0",,"0",,,
"20140728104934P030060231191001",1,,,,"0",,"0",,,
"20140728143131P040019398095001",1,,,,"0",,"0",,,
"20140728150108P030019667199001",1,,,,"0",,"0",,,
"20140728150148P030019668815001",6,,,,"0",,"0",,,
"20140728150148P030019668815001",5,,,,"0",,"0",,,
"20140728150148P030019668815001",4,,,,"0",,"0",,,
"20140728150148P030019668815001",3,,,,"0",,"0",,,
"20140728150148P030019668815001",2,,,,"0",,"0",,,
"20140728150148P030019668815001",1,,,,"0",,"0",,,
"20140728191744P040060336407001",1,,,,"0",,"0",,,
"20140728101232P040019115343001",1,,,,"0",,"0",,,
"20140728105133P040019135359001",6,,,,"0",,"0",,,
"20140728105133P040019135359001",5,,,,"0",,"0",,,
"20140728105133P040019135359001",4,,,,"0",,"0",,,
"20140728105133P040019135359001",3,,,,"0",,"0",,,
"20140728105133P040019135359001",2,,,,"0",,"0",,,
"20140728105133P040019135359001",1,,,,"0",,"0",,,
"20140728115815P040061698241001",1,,,,"0",,"0",,,
"20140728150225P030019670079001",6,,,,"0",,"0",,,
"20140728150225P030019670079001",5,,,,"0",,"0",,,
"20140728150225P030019670079001",4,,,,"0",,"0",,,
"20140728150225P030019670079001",3,,,,"0",,"0",,,
"20140728150225P030019670079001",2,,,,"0",,"0",,,
"20140728150225P030019670079001",1,,,,"0",,"0",,,
"20140728194004P030019951647001",1,,,,"0",,"0",,,
"20140728102303P030003236265001",1,,,,"0",,"0",,,
"20140728112343P040019140943001",6,,,,"0",,"0",,,
"20140728112343P040019140943001",5,,,,"0",,"0",,,
"20140728112343P040019140943001",4,,,,"0",,"0",,,
"20140728112343P040019140943001",3,,,,"0",,"0",,,
"20140728112343P040019140943001",2,,,,"0",,"0",,,
"20140728112343P040019140943001",1,,,,"0",,"0",,,
"20140728120353P030023342381001",1,,,,"0",,"0",,,
"20140728161038P040019499759001",6,,,,"0",,"0",,,
"20140728161038P040019499759001",5,,,,"0",,"0",,,
"20140728161038P040019499759001",4,,,,"0",,"0",,,
"20140728161038P040019499759001",3,,,,"0",,"0",,,
"20140728161038P040019499759001",2,,,,"0",,"0",,,
"20140728161038P040019499759001",1,,,,"0",,"0",,,
"20140728205007P040025909181001",1,,,,"0",,"0",,,
"20140729075243P040019594239001",1,,,,"0",,"0",,,
"20140728102604P030023293309001",1,,,,"0",,"0",,,
"20140728120729P030023346125001",1,,,,"0",,"0",,,
"20140728120856P030023348509001",1,,,,"0",,"0",,,
"20140728151422P040019467167001",1,,,,"0",,"0",,,
"20140728151512P040019468943001",1,,,,"0",,"0",,,
"20140728212202P030023727037001",1,,,,"0",,"0",,,
"20140728214904P030019976991001",1,,,,"0",,"0",,,
"20140728224700P030023740253001",1,,,,"0",,"0",,,
"20140728094721P030019493167001",1,,,,"0",,"0",,,
"20140728121402P040019210687001",1,,,,"0",,"0",,,
"20140728121511P040019212911001",1,,,,"0",,"0",,,
"20140728151844P040019474367001",6,,,,"0",,"0",,,
"20140728151844P040019474367001",5,,,,"0",,"0",,,
"20140728151844P040019474367001",4,,,,"0",,"0",,,
"20140728151844P040019474367001",3,,,,"0",,"0",,,
"20140728151844P040019474367001",2,,,,"0",,"0",,,
"20140728151844P040019474367001",1,,,,"0",,"0",,,
"20140728161418P030023518589001",6,,,,"0",,"0",,,
"20140728161418P030023518589001",5,,,,"0",,"0",,,
"20140728161418P030023518589001",4,,,,"0",,"0",,,
"20140728161418P030023518589001",3,,,,"0",,"0",,,
"20140728161418P030023518589001",2,,,,"0",,"0",,,
"20140728161418P030023518589001",1,,,,"0",,"0",,,
"20140728231649P040060611447001",1,,,,"0",,"0",,,
"20140728094728P040059518615001",1,,,,"0",,"0",,,
"20140728095121P030060151047001",1,,,,"0",,"0",,,
"20140728095509P040019104623001",1,,,,"0",,"0",,,
"20140728095950P030023262125001",1,,,,"0",,"0",,,
"20140728100037P040019107791001",1,,,,"0",,"0",,,
"20140728140130P030019590719001",1,,,,"0",,"0",,,
"20140728155146P030023506797001",1,,,,"0",,"0",,,
"20140728174435P040060206135001",1,,,,"0",,"0",,,
"20140728100047P030060159351001",1,,,,"0",,"0",,,
"20140728140347P030003261689001",1,,,,"0",,"0",,,
"20140728140407P040061854577001",6,,,,"0",,"0",,,
"20140728140407P040061854577001",5,,,,"0",,"0",,,
"20140728140407P040061854577001",4,,,,"0",,"0",,,
"20140728140407P040061854577001",3,,,,"0",,"0",,,
"20140728140407P040061854577001",2,,,,"0",,"0",,,
"20140728140407P040061854577001",1,,,,"0",,"0",,,
"20140728140506P030023464557001",1,,,,"0",,"0",,,
"20140728140546P040019359567001",6,,,,"0",,"0",,,
"20140728140546P040019359567001",5,,,,"0",,"0",,,
"20140728140546P040019359567001",4,,,,"0",,"0",,,
"20140728140546P040019359567001",3,,,,"0",,"0",,,
"20140728140546P040019359567001",2,,,,"0",,"0",,,
"20140728140546P040019359567001",1,,,,"0",,"0",,,
"20140729080831P030020054703001",1,,,,"0",,"0",,,
"20140728110545P030023314109001",1,,,,"0",,"0",,,
"20140728113135P040019146095001",1,,,,"0",,"0",,,
"20140728141414P040025642077001",1,,,,"0",,"0",,,
"20140728141429P030023468861001",4,"MASTERCRAFT MASONRY, INC","201480887",446187,"0","2014-06-30","0",6.68,"1",
"20140728141429P030023468861001",3,"ADAM'S EUROPEAN CONT., INC","113210275",516604,"0","2014-06-30","0",6.68,"1",
"20140728141429P030023468861001",2,"GIAQUINTO MASONRY, INC","112493746",607429,"0","2014-06-30","0",6.68,"1",
"20140728141429P030023468861001",1,"NAVILLUS TILE, INC","112871781",762843,"0","2014-06-30","0",6.68,"1",
"20140728175202P030019885727001",1,,,,"0",,"0",,,
"20140728175525P030019889695001",1,,,,"0",,"0",,,
"20140728144738P030019638175001",1,,,,"0",,"0",,,
"20140728122109P030060384951001",1,,,,"0",,"0",,,
"20140728125750P030005132565001",1,,,,"0",,"0",,,
"20140728093847P030062275217001",1,,,,"0",,"0",,,
"20140728141752P030019605663001",2,,,,"0",,"0",,,
"20140728141752P030019605663001",1,,,,"0",,"0",,,
"20140728141856P030019606671001",1,,,,"0",,"0",,,
"20140728114905P030019553887001",1,,,,"0",,"0",,,
"20140728134235P030060547063001",3,"JOHN GRANDO","112645420",334988,"0","2014-07-01","0",6.69,"1",
"20140728134235P030060547063001",2,"IAR","112871175",388562,"0","2014-07-01","0",6.69,"1",
"20140728134235P030060547063001",1,"HORIZON CONTRACTING","113455253",702075,"0","2014-07-01","0",6.69,"1",
"20140728134246P030060547687002",1,"DUANE READE","112731721",765314,"1","2015-12-31","1",.3,"1",
"20140728153112P040060025271001",6,,,,"0",,"0",,,
"20140728153112P040060025271001",5,,,,"0",,"0",,,
"20140728153112P040060025271001",4,,,,"0",,"0",,,
"20140728153112P040060025271001",3,,,,"0",,"0",,,
"20140728153112P040060025271001",2,,,,"0",,"0",,,
"20140728153112P040060025271001",1,,,,"0",,"0",,,
"20140730093202P030020787983001",6,,,,"0",,"0",,,
"20140730093202P030020787983001",5,,,,"0",,"0",,,
"20140730093202P030020787983001",4,,,,"0",,"0",,,
"20140730093202P030020787983001",3,,,,"0",,"0",,,
"20140730093202P030020787983001",2,,,,"0",,"0",,,
"20140730093202P030020787983001",1,,,,"0",,"0",,,
"20140730090411P030003436233001",6,,,,"0",,"0",,,
"20140730090411P030003436233001",5,,,,"0",,"0",,,
"20140730090411P030003436233001",4,,,,"0",,"0",,,
"20140730090411P030003436233001",3,,,,"0",,"0",,,
"20140730090411P030003436233001",2,,,,"0",,"0",,,
"20140730090411P030003436233001",1,,,,"0",,"0",,,
"20140730115330P040020729727001",6,,,,"0",,"0",,,
"20140730115330P040020729727001",5,,,,"0",,"0",,,
"20140730115330P040020729727001",4,,,,"0",,"0",,,
"20140730115330P040020729727001",3,,,,"0",,"0",,,
"20140730115330P040020729727001",2,,,,"0",,"0",,,
"20140730115330P040020729727001",1,,,,"0",,"0",,,
"20140730115434P030021016271001",1,,,,"0",,"0",,,
"20140730094022P040020674895001",6,"EURO CARIBE PACKING","660206888",29452,"0","2016-01-20","0",20,"4","MONTHLY"
"20140730094022P040020674895001",5,"LINDE GAS OF PR","660374705",30067,"0","2013-02-11","0",92,"4","MONTHLY"
"20140730094022P040020674895001",4,"BFI COMERCIAL CATANO","660237887",41327,"0","2013-04-30","0",48.62,"4","MONTHLY"
"20140730094022P040020674895001",3,"SWISS CHALET","660200307",44126,"0","2014-11-30","0",191.45,"4","MONTHLY"
"20140730094022P040020674895001",2,"BFI PONCE COMERCIAL","660432293",47312,"0","2015-12-29","0",72.92,"4","MONTHLY"
"20140730094022P040020674895001",1,"ALTERNATE CONCEPTS INC","043043576",171100,"0","2014-12-15","0",58,"4","MONTHLY"
"20140730094428P030020799215001",6,,,,"0",,"0",,,
"20140730094428P030020799215001",5,,,,"0",,"0",,,
"20140730094428P030020799215001",4,,,,"0",,"0",,,
"20140730094428P030020799215001",3,,,,"0",,"0",,,
"20140730094428P030020799215001",2,,,,"0",,"0",,,
"20140730094428P030020799215001",1,,,,"0",,"0",,,
"20140730094615P030020801503001",6,,,,"0",,"0",,,
"20140730094615P030020801503001",5,,,,"0",,"0",,,
"20140730094615P030020801503001",4,,,,"0",,"0",,,
"20140730094615P030020801503001",3,,,,"0",,"0",,,
"20140730094615P030020801503001",2,,,,"0",,"0",,,
"20140730094615P030020801503001",1,,,,"0",,"0",,,
"20140730094843P030020803855001",1,,,,"0",,"0",,,
"20140730094911P040026873613001",1,,,,"0",,"0",,,
"20140730095024P030020805551001",1,,,,"0",,"0",,,
"20140730105310P040020700831001",1,,,,"0",,"0",,,
"20140730012034P030020527343001",1,,,,"0",,"0",,,
"20140730020412P040026728701001",1,,,,"0",,"0",,,
"20140730101739P030020851343001",1,,,,"0",,"0",,,
"20140730021432P040026729869001",1,,,,"0",,"0",,,
"20140730102109P030020859775001",6,,,,"0",,"0",,,
"20140730102109P030020859775001",5,,,,"0",,"0",,,
"20140730102109P030020859775001",4,,,,"0",,"0",,,
"20140730102109P030020859775001",3,,,,"0",,"0",,,
"20140730102109P030020859775001",2,,,,"0",,"0",,,
"20140730102109P030020859775001",1,,,,"0",,"0",,,
"20140730102143P030020861087001",1,,,,"0",,"0",,,
"20140730102535P030020869935001",1,,,,"0",,"0",,,
"20140730113314P040063127543001",1,,,,"0",,"0",,,
"20140730061027P030020680991001",1,,,,"0",,"0",,,
"20140730082543P030024740493001",6,,,,"0",,"0",,,
"20140730082543P030024740493001",5,,,,"0",,"0",,,
"20140730082543P030024740493001",4,,,,"0",,"0",,,
"20140730082543P030024740493001",3,,,,"0",,"0",,,
"20140730082543P030024740493001",2,,,,"0",,"0",,,
"20140730082543P030024740493001",1,,,,"0",,"0",,,
"20140730090812P040020660431001",6,,,,"0",,"0",,,
"20140730090812P040020660431001",5,,,,"0",,"0",,,
"20140730090812P040020660431001",4,,,,"0",,"0",,,
"20140730090812P040020660431001",3,,,,"0",,"0",,,
"20140730090812P040020660431001",2,,,,"0",,"0",,,
"20140730090812P040020660431001",1,,,,"0",,"0",,,
"20140730090849P030024777757001",1,,,,"0",,"0",,,
"20140730105558P040020702463001",1,,,,"0",,"0",,,
"20140729185123P030020397327001",1,,,,"0",,"0",,,
"20140730064510P040003181817003",3,"STARKER MANUFACTURING LLC","161624780",106821,,"2014-04-30","1",7.55,"1",
"20140730064510P040003181817003",2,"FRONTIER INSULATION CONTRACTOR","160732697",341351,,"2014-04-30","1",7.55,"1",
"20140730064510P040003181817003",1,"SUPERIOR THERMAL SYSTEMS","264489647",420212,,"2014-04-30","1",7.55,"1",
"20140730083036P040020640463001",1,,,,"0",,"0",,,
"20140730090912P030024778317001",2,,,,"0",,"0",,,
"20140730090912P030024778317001",1,,,,"0",,"0",,,
"20140730091117P030020769551001",6,,,,"0",,"0",,,
"20140730091117P030020769551001",5,,,,"0",,"0",,,
"20140730091117P030020769551001",4,,,,"0",,"0",,,
"20140730091117P030020769551001",3,,,,"0",,"0",,,
"20140730091117P030020769551001",2,,,,"0",,"0",,,
"20140730091117P030020769551001",1,,,,"0",,"0",,,
"20140730072952P040062766231001",1,,,,"0",,"0",,,
"20140730083850P040062838951001",6,,,,"0",,"0",,,
"20140730083850P040062838951001",5,,,,"0",,"0",,,
"20140730083850P040062838951001",4,,,,"0",,"0",,,
"20140730083850P040062838951001",3,,,,"0",,"0",,,
"20140730083850P040062838951001",2,,,,"0",,"0",,,
"20140730083850P040062838951001",1,,,,"0",,"0",,,
"20140730073942P030024707197001",6,,,,"0",,"0",,,
"20140730073942P030024707197001",5,,,,"0",,"0",,,
"20140730073942P030024707197001",4,,,,"0",,"0",,,
"20140730073942P030024707197001",3,,,,"0",,"0",,,
"20140730073942P030024707197001",2,,,,"0",,"0",,,
"20140730073942P030024707197001",1,,,,"0",,"0",,,
"20140730103118P040020686751001",1,,,,"0",,"0",,,
"20140730111513P040065168081001",1,,,,"0",,"0",,,
"20140729195747P030020404959001",1,,,,"0",,"0",,,
"20140729203303P030024507597001",1,,,,"0",,"0",,,
"20140730095727P030020814143001",1,,,,"0",,"0",,,
"20140730103559P030063788119001",1,"OPEN 4 BUSINESS PRODUCTIONS, LLC",,,,,,0,,
"20140730103728P040020690143001",1,,,,"0",,"0",,,
"20140730074644P030024715981001",6,,,,"0",,"0",,,
"20140730074644P030024715981001",5,,,,"0",,"0",,,
"20140730074644P030024715981001",4,,,,"0",,"0",,,
"20140730074644P030024715981001",3,,,,"0",,"0",,,
"20140730074644P030024715981001",2,,,,"0",,"0",,,
"20140730074644P030024715981001",1,,,,"0",,"0",,,
"20140730084942P040020650111001",1,,,,"0",,"0",,,
"20140730100005P040005205397001",1,,,,"0",,"0",,,
"20140730114013P040020719615001",6,,,,"0",,"0",,,
"20140730114013P040020719615001",5,,,,"0",,"0",,,
"20140730114013P040020719615001",4,,,,"0",,"0",,,
"20140730114013P040020719615001",3,,,,"0",,"0",,,
"20140730114013P040020719615001",2,,,,"0",,"0",,,
"20140730114013P040020719615001",1,,,,"0",,"0",,,
"20140730075413P030063623687001",6,,,,"0",,"0",,,
"20140730075413P030063623687001",5,,,,"0",,"0",,,
"20140730075413P030063623687001",4,,,,"0",,"0",,,
"20140730075413P030063623687001",3,,,,"0",,"0",,,
"20140730075413P030063623687001",2,,,,"0",,"0",,,
"20140730075413P030063623687001",1,,,,"0",,"0",,,
"20140730100249P040065073537003",4,"KINGS SUPER MARKET","221686769",588410,,"2016-06-18","1",,,
"20140730100249P040065073537003",3,"SHOP RITE SUPERMARKETS","221705981",921787,,"2016-06-18","1",,,
"20140730100249P040065073537003",2,"A&P TEA COMPANY","131890974",694037,,"2016-12-03","1",,,
"20140730100249P040065073537003",1,"STOP & SHOP CO., LLC","043061447",2385492,"1",,"1",,,
"20140730100250P040065073553001",1,,,,"0",,"0",,,
"20140730080510P030063634695001",6,,,,"0",,"0",,,
"20140730080510P030063634695001",5,,,,"0",,"0",,,
"20140730080510P030063634695001",4,,,,"0",,"0",,,
"20140730080510P030063634695001",3,,,,"0",,"0",,,
"20140730080510P030063634695001",2,,,,"0",,"0",,,
"20140730080510P030063634695001",1,,,,"0",,"0",,,
"20140730085330P030020751071001",1,,,,"0",,"0",,,
"20140730085816P030020755199024",5,"SPRAYFORCE SYSTEMS INC.","364649497",65754,,"2017-07-31",,4.65,"1",
"20140730085816P030020755199024",4,"PAL ENVIRONMENTAL SAFETY CO","113167874",124620,,"2017-07-31",,4.65,"1",
"20140730085816P030020755199024",3,"EVERGREENE","132947917",132858,,"2017-07-31",,4.65,"1",
"20140730085816P030020755199024",2,"ISLAND DIVERSIFIED, INC","113492382",124148,,"2017-07-31",,4.65,"1",
"20140730085816P030020755199024",1,"ISLAND INTERNATIONAL","271824662",99426,,"2017-07-31",,4.65,"1",
"20140730105024P030020921647001",6,,,,"0",,"0",,,
"20140730105024P030020921647001",5,,,,"0",,"0",,,
"20140730105024P030020921647001",4,,,,"0",,"0",,,
"20140730105024P030020921647001",3,,,,"0",,"0",,,
"20140730105024P030020921647001",2,,,,"0",,"0",,,
"20140730105024P030020921647001",1,,,,"0",,"0",,,
"20140730085921P030020756991001",1,,,,"0",,"0",,,
"20140731152205P030022233151001",1,,,,"0",,"0",,,
"20140731154739P040067602033001",1,,,,"0",,"0",,,
"20140731115604P040027953293001",6,,,,"0",,"0",,,
"20140731115604P040027953293001",5,,,,"0",,"0",,,
"20140731115604P040027953293001",4,,,,"0",,"0",,,
"20140731115604P040027953293001",3,,,,"0",,"0",,,
"20140731115604P040027953293001",2,,,,"0",,"0",,,
"20140731115604P040027953293001",1,,,,"0",,"0",,,
"20140731140045P040021179759001",1,,,,"0",,"0",,,
"20140731140056P040021179855001",1,,,,"0",,"0",,,
"20140731155319P030022280143001",6,,,,"0",,"0",,,
"20140731155319P030022280143001",5,,,,"0",,"0",,,
"20140731155319P030022280143001",4,,,,"0",,"0",,,
"20140731155319P030022280143001",3,,,,"0",,"0",,,
"20140731155319P030022280143001",2,,,,"0",,"0",,,
"20140731155319P030022280143001",1,,,,"0",,"0",,,
"20140731193726P040028193581001",1,,,,"0",,"0",,,
"20140804123934P040022785551001",1,,,,"0",,"0",,,
"20140731123605P040027993741001",1,,,,"0",,"0",,,
"20140731124136P040021163103001",1,,,,"0",,"0",,,
"20140731124248P040027997613001",1,,,,"0",,"0",,,
"20140731124248P040027997613001",6,,,,"0",,"0",,,
"20140731124248P040027997613001",5,,,,"0",,"0",,,
"20140731124248P040027997613001",4,,,,"0",,"0",,,
"20140731124248P040027997613001",3,,,,"0",,"0",,,
"20140731124248P040027997613001",2,,,,"0",,"0",,,
"20140731140409P040028058637001",6,,,,"0",,"0",,,
"20140731140409P040028058637001",5,,,,"0",,"0",,,
"20140731140409P040028058637001",4,,,,"0",,"0",,,
"20140731140409P040028058637001",3,,,,"0",,"0",,,
"20140731140409P040028058637001",2,,,,"0",,"0",,,
"20140731140409P040028058637001",1,,,,"0",,"0",,,
"20140731172941P040067775377001",1,,,,"0",,"0",,,
"20140731174654P030022414815001",1,,,,"0",,"0",,,
"20140731194901P030005613397002",1,"MURPHY CO.","430705361",1869995,,"2015-06-30",,5.85,"1",
"20140801120013P030023026991001",4,"CMA CGM AMERICA LLC","223522528",7402409,,"2018-09-30",,0,"1",
"20140801120013P030023026991001",3,"HAPAG LLOYD AMERICA INC","132520327",6134208,,"2018-09-30",,0,"1",
"20140801120013P030023026991001",2,"MEDITERRANEAN SHIPPING","980072928",12026798,,"2018-09-30",,0,"1",
"20140801120013P030023026991001",1,"MAERSK AGENCY USA INC","270322924",12004054,,"2018-09-30",,0,"1",
"20140731120133P040027957261001",1,,,,"0",,"0",,,
"20140731132134P040065025543001",1,,,,"0",,"0",,,
"20140731132244P030003547593001",1,,,,"0",,"0",,,
"20140731132514P030005570053001",1,,,,"0",,"0",,,
"20140731152607P040021219711001",1,,,,"0",,"0",,,
"20140731160636P030022308175001",1,,,,"0",,"0",,,
"20140731175204P030025681357001",1,,,,"0",,"0",,,
"20140804140757P030003840841001",1,,,,"0",,"0",,,
"20140731132815P030025589469001",1,,,,"0",,"0",,,
"20140731144739P040021199039001",1,,,,"0",,"0",,,
"20140731164456P030022348047001",6,,,,"0",,"0",,,
"20140731164456P030022348047001",5,,,,"0",,"0",,,
"20140731164456P030022348047001",4,,,,"0",,"0",,,
"20140731164456P030022348047001",3,,,,"0",,"0",,,
"20140731164456P030022348047001",2,,,,"0",,"0",,,
"20140731164456P030022348047001",1,,,,"0",,"0",,,
"20140731164651P030022351039001",1,,,,"0",,"0",,,
"20140731165110P030065929815001",1,,,,"0",,"0",,,
"20140731212857P030022603951001",1,,,,"0",,"0",,,
"20140801094349P040021458527001",1,,,,"0",,"0",,,
"20140801132653P040021673951001",1,,,,"0",,"0",,,
"20140801174634P030026283901001",1,,,,"0",,"0",,,
"20140801175353P030026285773001",1,,,,"0",,"0",,,
"20140804105454P040070832231001",1,,,,"0",,"0",,,
"20140731120800P040027961933001",1,,,,"0",,"0",,,
"20140731144754P030022179087001",1,,,,"0",,"0",,,
"20140731145011P030022181967001",1,,,,"0",,"0",,,
"20140731220933P040005434293001",1,,,,"0",,"0",,,
"20140731222539P030022652143001",1,,,,"0",,"0",,,
"20140802091254P040021909871001",1,,,,"0",,"0",,,
"20140802115437P040021922223001",1,,,,"0",,"0",,,
"20140802135723P030023236559001",1,,,,"0",,"0",,,
"20140802143119P030023237871001",1,,,,"0",,"0",,,
"20140731145236P040021202207001",1,,,,"0",,"0",,,
"20140731145339P030022187055001",1,,,,"0",,"0",,,
"20140731145410P040021202959001",1,,,,"0",,"0",,,
"20140802145938P030023240159001",1,,,,"0",,"0",,,
"20140802151628P030023241279001",1,,,,"0",,"0",,,
"20140802154619P040022029551001",1,,,,"0",,"0",,,
"20140731121749P030025552893001",1,,,,"0",,"0",,,
"20140731133528P040065055703001",1,,,,"0",,"0",,,
"20140731145906P030022195151001",8,"ROOSEVELT ISLAND OPERATING CORP","133317974",89220,,"2015-03-31",,380,"4","MONTHLY"
"20140731145906P030022195151001",7,"RESOURCES TRUCKING & WAREHOUSE","222323852",78670,,"2016-12-31",,180,"4","MONTHLY"
"20140731145906P030022195151001",6,"EDISON PARKING MAMAGEMENT","223442322",163784,,"2010-05-31",,0,"4","7.5% OF GROSS WAGES"
"20140731145906P030022195151001",5,"515 PARK AVENUE CONDOMINIUM","134092046",97196,,"2015-04-30",,2.25,"1",
"20140731145906P030022195151001",4,"HANOVER WAREHOUSE","222252402",94750,,"2013-03-31",,125,"4","MONTHLY"
"20140731145906P030022195151001",3,"CENTRAL PARKING CORPORATION","621500883",160964,,"2013-12-31",,107,"4","MONTHLY"
"20140731145906P030022195151001",2,"WYCKOFF HEIGHTS MEDICAL CENTER","111631837",146793,,"2011-08-14",,0,"4","5% OF GROSS PAY"
"20140731145906P030022195151001",1,"BETH ISRAEL NURSING HOME","133482590",360566,,"2014-12-31",,1.9,"1",
"20140731133836P040028021901001",1,,,,"0",,"0",,,
"20140731161014P030065865719001",1,,,,"0",,"0",,,
"20140731113610P030021913791001",1,,,,"0",,"0",,,
"20140731134339P030025595949001",1,,,,"0",,"0",,,
"20140731183956P040028182605001",1,,,,"0",,"0",,,
"20140731113724P030021915583001",1,,,,"0",,"0",,,
"20140731130209P030065620503001",1,,,,"0",,"0",,,
"20140731130853P030065629191001",1,,,,"0",,"0",,,
"20140731161506P040000334379004",5,"TRI-AREA ELECTRICIANS","341268968",95669,,"2014-12-02",,4.69,"1",
"20140731161506P040000334379004",4,"VALLEY ELECTRICAL","341159107",98077,,"2014-12-02",,3.84,"1",
"20140731161506P040000334379004",3,"BECDEL CONTROLS, INC.","341846958",126899,,"2014-12-02",,4.97,"1",
"20140731161506P040000334379004",2,"EVETS ELECTRIC","340964844",202001,,"2014-12-02",,6.91,"1",
"20140731161506P040000334379004",1,"JOE DICKEY ELECTRIC, INC.","341267828",220372,,"2014-12-02",,5.88,"1",
"20140731184203P030025697005001",1,,,,"0",,"0",,,
"20140731185635P040028185917001",1,,,,"0",,"0",,,
"20140731190053P030022483983001",1,,,,"0",,"0",,,
"20140801143626P040021720271001",1,,,,"0",,"0",,,
"20140801145540P030023056111001",1,,,,"0",,"0",,,
"20140804144208P040022874863001",1,,,,"0",,"0",,,
"20140731162316P040028152557001",6,"CINCINNATI SYMPHONY ORCHESTRA","310537080",18250,,"2016-04-07","1",0,"4","5% OF WAGES FOR EXTRAS 3%"
"20140731162316P040028152557001",5,"CINCINANTI PLAYHOUSE IN THE PARK","310624790",24342,,"2014-06-30",,0,"4","5% OF COMPENSATION"
